,Unnamed: 0,Unnamed: 0.1,index,season,team,description,attackspeed,statF,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF/Sh,xGA/Sh,team_id
25,25,1,Normal,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,Normal,Normal,247,21,20.337871443014592,334.0,29.0,26.98206111323089,-6.644189670216293,0.08233956049803479,0.08078461411146971,78
26,26,2,Slow,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,Slow,Slow,9,0,1.1644374220632017,21.0,0.0,0.9606892671436073,0.20374815491959453,0.12938193578480015,0.04574710795921939,78
27,27,3,Standard,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,Standard,Standard,151,25,22.009671784937378,151.0,18.0,16.29036988504231,5.719301899895072,0.1457594157942873,0.10788324427180336,78
28,28,0,Fast,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,Fast,Fast,32,4,4.1991333179175845,26.0,1.0,2.871305782813579,1.3278275351040063,0.13122291618492454,0.11043483780052228,80
29,29,1,Normal,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,Normal,Normal,375,45,44.88675412070006,281.0,19.0,19.151182276196774,25.735571844503284,0.1196980109885335,0.06815367358077146,80
30,30,2,Slow,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,Slow,Slow,35,5,3.346695981919765,23.0,2.0,1.830779576674104,1.5159164052456615,0.0956198851977076,0.07959911202930886,80
31,31,3,Standard,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,Standard,Standard,123,19,19.478731472045183,87.0,10.0,8.953869108110666,10.524862363934515,0.1583636705044324,0.10291803572540996,80
32,32,0,Fast,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,Fast,Fast,37,4,3.764562061056495,40.0,5.0,4.254687286913395,-0.4901252258569002,0.10174492056909444,0.10636718217283488,81
33,33,1,Normal,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,Normal,Normal,279,25,24.885123920626945,393.0,27.0,37.976402414497,-13.091278493870053,0.08919399254704996,0.09663206721246052,81
34,34,2,Slow,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,Slow,Slow,20,1,0.7383586405776441,18.0,1.0,1.5761046996340156,-0.8377460590563715,0.0369179320288822,0.08756137220188975,81
35,35,3,Standard,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,Standard,Standard,154,14,18.55743335187435,139.0,14.0,16.92623845115304,1.6311949007213116,0.12050281397321007,0.12177149964858305,81
36,36,0,Fast,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,Fast,Fast,35,3,5.487114365212619,44.0,6.0,5.79200972802937,-0.30489536281675106,0.15677469614893194,0.13163658472794024,82
37,37,1,Normal,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,Normal,Normal,340,32,29.489413972012702,295.0,34.0,35.152321428991854,-5.662907456979156,0.0867335705059197,0.1191604116237012,82
38,38,2,Slow,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,Slow,Slow,24,4,2.973744595423341,16.0,1.0,1.7538038110360503,1.2199407843872905,0.12390602480930585,0.10961273818975313,82
39,39,3,Standard,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,Standard,Standard,130,19,17.19791273260489,137.0,12.0,17.283774012234062,-0.0858612796291709,0.13229163640465302,0.12615893439586906,82
40,40,0,Fast,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Fast,Fast,38,7,7.383083830587566,34.0,5.0,5.503044983372092,1.8800388472154737,0.19429167975230435,0.16185426421682625,83
41,41,1,Normal,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Normal,Normal,419,41,47.43196348752826,242.0,14.0,17.825930427294225,29.60603306023404,0.11320277681987652,0.07366086953427366,83
42,42,2,Slow,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Slow,Slow,29,2,3.034416268579662,27.0,2.0,2.648630540817976,0.38578572776168585,0.10463504374412627,0.09809742743770282,83
43,43,3,Standard,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Standard,Standard,126,21,15.538872410543265,104.0,15.0,11.017206353135409,4.521666057407857,0.12332438421066085,0.10593467647245584,83
44,44,0,Fast,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Fast,Fast,21,2,3.795036880299449,30.0,4.0,4.359279943630098,-0.5642430633306503,0.18071604191902133,0.14530933145433664,84
45,45,1,Normal,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Normal,Normal,279,35,27.74784929864109,379.0,30.0,37.8993796161376,-10.151530317496508,0.09945465698437664,0.09999836310326543,84
46,46,2,Slow,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Slow,Slow,23,1,1.7202301220968366,33.0,5.0,2.3643787479959437,-0.6441486258991063,0.07479261400421029,0.0716478408483619,84
47,47,3,Standard,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Standard,Standard,106,8,11.272923893295227,113.0,10.0,13.067886183038356,-1.7949622897431254,0.10634833861599273,0.11564501046936596,84
48,48,0,Fast,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Fast,Fast,39,5,3.689977104775608,34.0,3.0,5.105614672414959,-1.415637567639351,0.09461479755834892,0.15016513742396936,85
49,49,1,Normal,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Normal,Normal,312,32,30.168453907128423,277.0,24.0,28.75091677997261,1.4175371271558106,0.09669376252284753,0.10379392339340293,85
50,50,2,Slow,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Slow,Slow,20,2,1.5588302835822103,17.0,0.0,0.8027121331542729,0.7561181504279375,0.07794151417911052,0.04721836077378077,85
51,51,3,Standard,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Standard,Standard,132,9,13.023369973059745,127.0,18.0,13.731419277377427,-0.708049304317683,0.09866189373530107,0.10812141163289313,85
52,52,0,Fast,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Fast,Fast,31,3,4.1173940068110815,35.0,8.0,6.284010162577032,-2.1666161557659507,0.13281916151003492,0.17954314750220093,86
53,53,1,Normal,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Normal,Normal,282,28,24.68134333286434,280.0,37.0,30.97739603463561,-6.296052701771259,0.08752249408817142,0.11063355726655573,86
54,54,2,Slow,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Slow,Slow,16,1,0.5189277669414878,16.0,2.0,1.1435772804543376,-0.6246495135128498,0.03243298543384299,0.0714735800283961,86
55,55,3,Standard,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Standard,Standard,139,8,11.391520548146215,116.0,16.0,14.073084541596472,-2.6815639934502538,0.081953385238462,0.12131969432410752,86
56,56,0,Fast,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Fast,Fast,36,4,5.203017038293184,27.0,3.0,2.879599319770932,2.3234177185222507,0.14452825106369951,0.10665182665818268,87
57,57,1,Normal,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Normal,Normal,402,29,34.68859880371019,241.0,26.0,21.953886238858104,12.734712564852087,0.08629004677539849,0.09109496364671413,87
58,58,2,Slow,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Slow,Slow,26,6,2.924882741179317,26.0,3.0,2.680487954989076,0.2443947861902416,0.11249549004535836,0.1030956905765029,87
59,59,3,Standard,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Standard,Standard,130,13,13.379444940015675,123.0,16.0,13.94955784920603,-0.5701129091903567,0.1029188072308898,0.11341103942443928,87
60,60,0,Fast,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Fast,Fast,39,10,7.7725092973560095,24.0,3.0,1.7692520851269364,6.003257212229072,0.1992951101886156,0.07371883688028902,88
61,61,1,Normal,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Normal,Normal,451,49,48.84660988394171,232.0,18.0,23.05317269824445,25.79343718569725,0.10830733898878428,0.09936712369932954,88
62,62,2,Slow,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Slow,Slow,37,5,3.452081855386496,15.0,3.0,3.742262598592788,-0.2901807432062924,0.09329950960504042,0.2494841732395192,88
63,63,3,Standard,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Standard,Standard,144,19,17.948392153717574,119.0,14.0,15.820042838342488,2.1283493153750896,0.12464161217859428,0.13294153645665954,88
64,64,0,Fast,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Fast,Fast,14,5,4.196416534483434,24.0,3.0,5.522310699336232,-1.3258941648527978,0.29974403817738804,0.2300962791390096,89
65,65,1,Normal,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Normal,Normal,321,36,33.2180335232988,223.0,18.0,20.804498278535906,12.413535244762896,0.10348297047756637,0.09329371425352424,89
66,66,2,Slow,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Slow,Slow,55,5,3.7787453085184097,6.0,1.0,1.227652220055461,2.551093088462949,0.06870446015488017,0.2046087033425769,89
67,67,3,Standard,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Standard,Standard,125,16,16.059022519737482,130.0,15.0,13.879884454421699,2.1791380653157835,0.12847218015789985,0.10676834195709,89
68,68,0,Fast,2014,Hull,Hull xG stats for the 2014/2015 season ,Fast,Fast,28,4,2.0556907672435045,26.0,3.0,2.9003543029539287,-0.8446635357104242,0.07341752740155373,0.1115520885751511,91
69,69,1,Normal,2014,Hull,Hull xG stats for the 2014/2015 season ,Normal,Normal,271,20,20.784602876286954,326.0,35.0,32.830389129929245,-12.045786253642287,0.07669595157301459,0.10070671512248236,91
70,70,2,Slow,2014,Hull,Hull xG stats for the 2014/2015 season ,Slow,Slow,13,1,1.3706919429823756,15.0,6.0,1.083295593969524,0.2873963490128517,0.10543784176787503,0.07221970626463492,91
71,71,3,Standard,2014,Hull,Hull xG stats for the 2014/2015 season ,Standard,Standard,118,8,9.703755986876788,136.0,7.0,11.062736612744631,-1.3589806258678436,0.08223522022776937,0.08134365156429875,91
72,72,0,Fast,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Fast,Fast,31,2,3.718515722546728,42.0,3.0,5.146742063574493,-1.4282263410277665,0.11995212008215245,0.1225414777041546,92
73,73,1,Normal,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Normal,Normal,273,18,24.673812604509287,361.0,33.0,33.79377394169569,-9.119961337186396,0.09038026595058347,0.09361156216536204,92
74,74,2,Slow,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Slow,Slow,14,1,1.0586062083020806,22.0,1.0,1.8542972952127457,-0.795691086910665,0.07561472916443432,0.08428624069148842,92
75,75,3,Standard,2014,Burnley,Burnley xG stats for the 2014/2015 season ,Standard,Standard,113,7,11.009836693294346,169.0,16.0,19.607418850529946,-8.597582157235593,0.09743218312649864,0.11602022988479252,92
76,76,0,Fast,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Fast,Fast,41,4,3.3458143719471987,46.0,8.0,6.301628723740578,-2.9558143517933786,0.08160522858407802,0.13699192877696909,202
77,77,1,Normal,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Normal,Normal,323,20,25.239935215562586,393.0,41.0,41.32549653248861,-16.085561316926032,0.07814221428966743,0.10515393519717203,202
78,78,2,Slow,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Slow,Slow,17,2,2.7112056175246835,29.0,3.0,3.759367442689837,-1.0481618251651523,0.15948268338380492,0.12963336009275298,202
79,79,3,Standard,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,Standard,Standard,157,16,19.14538042061031,158.0,21.0,18.60616285447032,0.539217566139996,0.12194509822044786,0.11776052439538172,202
80,0,0,Fast,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Fast,Fast,23,2,2.0811625951901083,22.0,4.0,3.597876735962928,-1.5167141407728195,0.09048533022565686,0.16353985163467852,71
81,1,1,Normal,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Normal,Normal,234,13,13.737154420465233,295.0,48.0,38.374330745078616,-24.63717632461339,0.058705788121646285,0.13008247710196144,71
82,2,2,Slow,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Slow,Slow,16,1,1.7235858766362069,34.0,5.0,4.977884697727858,-3.254298821091652,0.10772411728976294,0.1464083734625841,71
83,3,3,Standard,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,Standard,Standard,110,11,12.143860462121664,153.0,19.0,16.389251112006605,-4.245390649884939,0.11039873147383332,0.10711928831376866,71
84,4,0,Fast,2015,Everton,Everton xG stats for the 2015/2016 season ,Fast,Fast,27,7,4.543129848316311,37.0,6.0,5.824686697684228,-1.2815568493679166,0.1682640684561597,0.15742396480227644,72
85,5,1,Normal,2015,Everton,Everton xG stats for the 2015/2016 season ,Normal,Normal,321,35,33.89956422615796,351.0,29.0,29.892481645569205,4.007082580588759,0.10560611908460424,0.08516376537199204,72
86,6,2,Slow,2015,Everton,Everton xG stats for the 2015/2016 season ,Slow,Slow,21,4,2.8453647922724485,22.0,1.0,0.9750269427895546,1.870337849482894,0.13549356153678327,0.0443194064904343,72
87,7,3,Standard,2015,Everton,Everton xG stats for the 2015/2016 season ,Standard,Standard,125,13,16.44624238833785,145.0,19.0,19.21049165539443,-2.7642492670565844,0.1315699391067028,0.13248614934754782,72
88,8,0,Fast,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,Fast,Fast,17,1,1.7580582397058606,35.0,5.0,6.475450056605041,-4.71739181689918,0.10341519057093296,0.1850128587601441,73
89,9,1,Normal,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,Normal,Normal,297,27,24.11586875375361,279.0,42.0,31.27736945077777,-7.161500697024168,0.08119821129209967,0.11210526684866584,73
90,10,2,Slow,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,Slow,Slow,29,3,3.3031106535345316,18.0,2.0,1.2051114393398166,2.097999214194715,0.11390036736325973,0.0669506355188787,73
91,11,3,Standard,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,Standard,Standard,123,14,11.65823969617486,107.0,18.0,15.520070943050086,-3.8618312468752265,0.09478243655426716,0.1450473919911223,73
92,12,0,Fast,2015,Southampton,Southampton xG stats for the 2015/2016 season ,Fast,Fast,43,6,6.089150689076632,29.0,5.0,4.215195709839462,1.873954979237169,0.14160815555992168,0.1453515762013608,74
93,13,1,Normal,2015,Southampton,Southampton xG stats for the 2015/2016 season ,Normal,Normal,330,34,32.21723800431937,285.0,21.0,27.4336752705276,4.7835627337917686,0.09762799395248294,0.09625850972114948,74
94,14,2,Slow,2015,Southampton,Southampton xG stats for the 2015/2016 season ,Slow,Slow,17,3,3.010240008123219,21.0,2.0,1.0485584689304233,1.9616815391927958,0.177072941654307,0.04993135566335349,74
95,15,3,Standard,2015,Southampton,Southampton xG stats for the 2015/2016 season ,Standard,Standard,131,16,18.088843180797998,127.0,13.0,12.071439833380284,6.017403347417713,0.13808277237250374,0.09505070734945104,74
96,16,0,Fast,2015,Leicester,Leicester xG stats for the 2015/2016 season ,Fast,Fast,63,13,12.145499423146248,28.0,1.0,3.2913502450101078,8.85414917813614,0.1927857051293055,0.11754822303607528,75
97,17,1,Normal,2015,Leicester,Leicester xG stats for the 2015/2016 season ,Normal,Normal,293,33,34.99925572890788,335.0,21.0,26.717909699771557,8.28134602913633,0.11945138474029995,0.07975495432767628,75
98,18,2,Slow,2015,Leicester,Leicester xG stats for the 2015/2016 season ,Slow,Slow,17,1,1.9469919512048364,16.0,1.0,0.590104297734797,1.3568876534700394,0.11452893830616685,0.03688151860842481,75
99,19,3,Standard,2015,Leicester,Leicester xG stats for the 2015/2016 season ,Standard,Standard,150,21,21.351689567789432,139.0,13.0,15.133454957045615,6.2182346107438216,0.14234459711859626,0.10887377666939292,75
100,20,0,Fast,2015,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2015/2016 season ,Fast,Fast,18,1,2.1244648871943355,41.0,4.0,5.10763288103044,-2.983167993836105,0.11802582706635195,0.12457641173244975,76
101,21,1,Normal,2015,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2015/2016 season ,Normal,Normal,234,17,18.74846217688173,358.0,27.0,33.56413305643946,-14.815670879557727,0.0801216332345373,0.09375456161016607,76
102,22,2,Slow,2015,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2015/2016 season ,Slow,Slow,18,3,2.9430394675582647,22.0,3.0,2.718576265498996,0.22446320205926887,0.16350219264212582,0.12357164843177255,76
103,23,3,Standard,2015,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2015/2016 season ,Standard,Standard,121,13,19.174890933558345,129.0,14.0,13.921141815371811,5.2537491181865335,0.1584701730046144,0.10791582802613807,76
104,24,0,Fast,2015,Sunderland,Sunderland xG stats for the 2015/2016 season ,Fast,Fast,38,7,5.801918136887253,33.0,8.0,5.51477725058794,0.2871408862993121,0.15268205623387507,0.1671144621390285,77
105,25,1,Normal,2015,Sunderland,Sunderland xG stats for the 2015/2016 season ,Normal,Normal,259,17,18.6562128001824,377.0,37.0,36.28633576165885,-17.630122961476445,0.07203170965321391,0.09625022748450622,77
106,26,2,Slow,2015,Sunderland,Sunderland xG stats for the 2015/2016 season ,Slow,Slow,14,4,2.539612204767764,33.0,2.0,3.2645218651741743,-0.7249096604064107,0.18140087176912603,0.09892490500527801,77
107,27,3,Standard,2015,Sunderland,Sunderland xG stats for the 2015/2016 season ,Standard,Standard,132,20,17.878455906175073,129.0,15.0,15.011128416284919,2.867327489890158,0.1354428477740536,0.1163653365603482,77
108,28,0,Fast,2015,Crystal_Palace,Crystal Palace xG stats for the 2015/2016 season ,Fast,Fast,31,2,4.6448225076310345,40.0,5.0,7.455124179832637,-2.810301672201604,0.1498329841171301,0.186378104495816,78
109,29,1,Normal,2015,Crystal_Palace,Crystal Palace xG stats for the 2015/2016 season ,Normal,Normal,261,16,21.40619073435664,356.0,30.0,32.60495521873236,-11.198764484375717,0.08201605645347372,0.09158695286160774,78
110,30,2,Slow,2015,Crystal_Palace,Crystal Palace xG stats for the 2015/2016 season ,Slow,Slow,17,2,1.8737812363542616,27.0,5.0,4.29381356947124,-2.4200323331169784,0.11022242566789776,0.1590301322026385,78
111,31,3,Standard,2015,Crystal_Palace,Crystal Palace xG stats for the 2015/2016 season ,Standard,Standard,161,19,15.740227477625012,149.0,11.0,13.423777603544295,2.3164498740807176,0.09776538805978267,0.09009246713788116,78
112,32,0,Fast,2015,Norwich,Norwich xG stats for the 2015/2016 season ,Fast,Fast,19,2,2.24867782369256,41.0,7.0,4.9227203484624615,-2.6740425247699022,0.11835146440487156,0.12006634996249907,79
113,33,1,Normal,2015,Norwich,Norwich xG stats for the 2015/2016 season ,Normal,Normal,264,22,22.08842826448381,307.0,39.0,35.690873065032065,-13.602444800548255,0.08366828888062049,0.11625691552127708,79
114,34,2,Slow,2015,Norwich,Norwich xG stats for the 2015/2016 season ,Slow,Slow,21,4,2.285897227935493,22.0,1.0,1.2121955174952743,1.0737017104402184,0.1088522489493092,0.055099796249785206,79
115,35,3,Standard,2015,Norwich,Norwich xG stats for the 2015/2016 season ,Standard,Standard,115,11,13.748129989951847,122.0,20.0,19.741434548050165,-5.993304558098316,0.1195489564343639,0.1618150372790997,79
116,36,0,Fast,2015,Chelsea,Chelsea xG stats for the 2015/2016 season ,Fast,Fast,36,6,5.6293874848634005,30.0,5.0,4.149656339548528,1.4797311453148725,0.1563718745795389,0.13832187798495096,80
117,37,1,Normal,2015,Chelsea,Chelsea xG stats for the 2015/2016 season ,Normal,Normal,335,31,32.901743056252606,334.0,34.0,29.35442611388862,3.547316942363977,0.09821415837687343,0.08788750333499587,80
118,38,2,Slow,2015,Chelsea,Chelsea xG stats for the 2015/2016 season ,Slow,Slow,39,7,6.432974126189947,14.0,2.0,2.608328126370907,3.8246459998190403,0.16494805451769096,0.1863091518836362,80
119,39,3,Standard,2015,Chelsea,Chelsea xG stats for the 2015/2016 season ,Standard,Standard,120,15,13.87486212234944,107.0,12.0,11.187203242443502,2.687658879905939,0.11562385101957867,0.10455330133124767,80
120,40,0,Fast,2015,West_Ham,West Ham xG stats for the 2015/2016 season ,Fast,Fast,34,3,4.8705722419545046,32.0,7.0,7.720892313867807,-2.850320071913302,0.1432521247633678,0.2412778848083689,81
121,41,1,Normal,2015,West_Ham,West Ham xG stats for the 2015/2016 season ,Normal,Normal,332,43,32.761025527026504,326.0,23.0,30.844144833739854,1.916880693286657,0.09867778773200754,0.09461394120779094,81
122,42,2,Slow,2015,West_Ham,West Ham xG stats for the 2015/2016 season ,Slow,Slow,28,0,1.4624563474208117,26.0,7.0,3.71574902581051,-2.2532926783896983,0.05223058383645756,0.142913424069635,81
123,43,3,Standard,2015,West_Ham,West Ham xG stats for the 2015/2016 season ,Standard,Standard,165,19,17.457942126318812,140.0,14.0,16.389688665047288,1.0682534612715244,0.10580570985647764,0.11706920475033775,81
124,44,0,Fast,2015,Tottenham,Tottenham xG stats for the 2015/2016 season ,Fast,Fast,45,6,5.842933771200478,29.0,3.0,4.066837309859694,1.776096461340785,0.12984297269334394,0.14023576930550666,82
125,45,1,Normal,2015,Tottenham,Tottenham xG stats for the 2015/2016 season ,Normal,Normal,429,38,42.009595166426145,266.0,21.0,20.772143498063084,21.237451668363065,0.09792446425740364,0.07809076503031236,82
126,46,2,Slow,2015,Tottenham,Tottenham xG stats for the 2015/2016 season ,Slow,Slow,33,2,0.9736900348216296,13.0,2.0,2.3170711779966946,-1.3433811431750655,0.02950575863095847,0.17823624446128422,82
127,47,3,Standard,2015,Tottenham,Tottenham xG stats for the 2015/2016 season ,Standard,Standard,152,23,16.092408357188106,117.0,9.0,13.132769346237184,2.9596390109509234,0.10587110761307963,0.11224589184818104,82
128,48,0,Fast,2015,Arsenal,Arsenal xG stats for the 2015/2016 season ,Fast,Fast,31,5,5.465090238489211,32.0,3.0,4.391769335139543,1.0733209033496678,0.17629323349965195,0.1372427917231107,83
129,49,1,Normal,2015,Arsenal,Arsenal xG stats for the 2015/2016 season ,Normal,Normal,387,43,53.48062945529818,291.0,19.0,18.473400293383747,35.00722916191444,0.13819284096976275,0.0634824752349957,83
