,Unnamed: 0,Unnamed: 0.1,index,season,team,description,gamestate,statF,timeF,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF90,xGA90,team_id
51,51,1,Goal diff -1,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,334,59,7,5.550413828343153,37.0,5.0,5.1704532471485445,0.3799605811946094,1.495620492667317,1.3932359049202665,83
52,52,2,Goal diff 0,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1794,318,28,35.777453001588576,156.0,14.0,14.951241695322096,20.82621130626649,1.7948555017519356,0.750062292407463,83
53,53,3,Goal diff < -1,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,127,22,4,2.936241599731148,12.0,1.0,2.4013230064883837,0.5349185932427645,2.080801133667742,1.7017249652279878,83
54,54,4,Goal diff > +1,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,557,110,14,16.620738542638723,85.0,10.0,6.633783930912614,9.986954611726103,2.6855771433348017,1.0718860929661316,83
55,55,0,Goal diff +1,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,585,65,7,6.304392453283072,90.0,8.0,9.756881120614707,-3.452488667331636,0.9699065312743188,1.5010586339407241,84
56,56,1,Goal diff -1,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,580,110,10,10.386292301118372,101.0,10.0,12.988870099186896,-2.6025777980685234,1.6116660467252648,2.0155143257358983,84
57,57,2,Goal diff 0,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,2094,218,24,24.609349193051447,290.0,24.0,25.966466849204153,-1.3571176561526954,1.057708418039461,1.1160372571291184,84
58,58,3,Goal diff < -1,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,183,22,4,1.6492770323529842,41.0,5.0,6.032311733812094,-4.38303470145911,0.8111198519768774,2.9667106887600463,84
59,59,4,Goal diff > +1,2014,Swansea,Swansea xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,131,14,1,1.5867292145267131,33.0,2.0,2.9463946879841387,-1.3596654734574258,1.090119307690108,2.0242406253326144,84
60,60,0,Goal diff +1,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,602,76,9,9.25698178447783,105.0,5.0,7.499587437137961,1.7573943473398683,1.3839341538255892,1.1212007796385657,85
61,61,1,Goal diff -1,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,851,159,12,13.813250716775654,79.0,6.0,9.648505678400396,4.1647450383752584,1.4608608278611153,1.0204060059412876,85
62,62,2,Goal diff 0,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1779,218,20,18.853276511188604,216.0,26.0,25.112378953024745,-6.2591024418361485,0.9537913917970624,1.2704407564768,85
63,63,3,Goal diff < -1,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,103,19,1,0.9106047092936932,14.0,2.0,2.0399822751060133,-1.1293775658123195,0.7956740178294408,1.7825087840732152,85
64,64,4,Goal diff > +1,2014,Stoke,Stoke xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,245,31,6,5.60651754681021,41.0,6.0,4.0902085192501545,1.5163090275600553,2.0595370580119137,1.5025255785000566,85
65,65,0,Goal diff +1,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,385,55,5,5.4099994180724025,66.0,8.0,6.342825879342854,-0.9328264612704515,1.2646751886403018,1.4827385172489789,86
66,66,1,Goal diff -1,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,804,127,11,11.003065694123508,101.0,13.0,13.018004467710853,-2.014938773587346,1.2316864582974074,1.4572393060870357,86
67,67,2,Goal diff 0,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1862,225,18,19.593124526087195,198.0,30.0,20.524157765321434,-0.9310332392342388,0.9470360941717764,0.992037700794269,86
68,68,3,Goal diff < -1,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,446,57,5,4.353357092477381,68.0,10.0,11.022626407444477,-6.6692693149670985,0.8784801307689782,2.2242968086771366,86
69,69,4,Goal diff > +1,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,76,4,1,0.3496389240026474,14.0,2.0,1.570453499443829,-1.2208145754411817,0.4140460942136614,1.8597475651308504,86
