,Unnamed: 0,shotzones,season,team,description,shotzones.1,statF,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF/Sh,xGA/Sh,team_id
234,74,shotPenaltyArea,2016,Burnley,Burnley xG stats for the 2016/2017 season ,shotPenaltyArea,shotPenaltyArea,184,23,21.33777159266174,328.0,31.0,32.40905954223126,-11.071287949569523,0.11596614996011816,0.09880810836046117,92
235,75,shotSixYardBox,2016,Burnley,Burnley xG stats for the 2016/2017 season ,shotSixYardBox,shotSixYardBox,27,8,8.955540657043457,41.0,17.0,15.448910396546125,-6.493369739502668,0.3316866910016095,0.3768026925986861,92
236,76,ownGoals,2016,Middlesbrough,Middlesbrough xG stats for the 2016/2017 season ,ownGoals,ownGoals,1,1,1.0,0.0,0.0,0.0,1.0,1.0,,93
237,77,shotOboxTotal,2016,Middlesbrough,Middlesbrough xG stats for the 2016/2017 season ,shotOboxTotal,shotOboxTotal,150,1,4.242082956247032,214.0,7.0,7.539369015023112,-3.2972860587760806,0.02828055304164688,0.0352306963318837,93
238,78,shotPenaltyArea,2016,Middlesbrough,Middlesbrough xG stats for the 2016/2017 season ,shotPenaltyArea,shotPenaltyArea,176,17,20.74898719508201,299.0,33.0,35.592866824939854,-14.843879629857838,0.1178919726993296,0.11903968837772524,93
239,79,shotSixYardBox,2016,Middlesbrough,Middlesbrough xG stats for the 2016/2017 season ,shotSixYardBox,shotSixYardBox,24,8,6.1925875302404165,39.0,13.0,12.351155277341606,-6.158567747101188,0.258024480426684,0.3166962891626052,93
240,0,ownGoals,2017,Everton,Everton xG stats for the 2017/2018 season ,ownGoals,ownGoals,2,2,2.0,0.0,0.0,0.0,2.0,1.0,,72
241,1,shotOboxTotal,2017,Everton,Everton xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,128,8,3.684061410371214,241.0,10.0,7.010684915818274,-3.32662350544706,0.028781729768525117,0.02908997890381026,72
242,2,shotPenaltyArea,2017,Everton,Everton xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,203,26,30.21498953830451,262.0,35.0,36.74909163918346,-6.534102100878954,0.14884231299657394,0.14026370854650178,72
243,3,shotSixYardBox,2017,Everton,Everton xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,26,8,11.325605060905216,38.0,13.0,12.676680397242308,-1.3510753363370895,0.4356001946502007,0.3335968525590081,72
244,4,ownGoals,2017,Bournemouth,Bournemouth xG stats for the 2017/2018 season ,ownGoals,ownGoals,0,0,0.0,1.0,1.0,1.0,-1.0,,1.0,73
245,5,shotOboxTotal,2017,Bournemouth,Bournemouth xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,193,7,5.5140447271987805,213.0,7.0,7.417333855293691,-1.9032891280949118,0.028570179933672432,0.03482316363987648,73
246,6,shotPenaltyArea,2017,Bournemouth,Bournemouth xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,247,31,26.71774044074118,291.0,38.0,40.12276249658317,-13.405022055841982,0.10816898963862827,0.1378789089229662,73
247,7,shotSixYardBox,2017,Bournemouth,Bournemouth xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,25,7,8.097593558952212,45.0,15.0,18.45974984951317,-10.36215629056096,0.3239037423580885,0.4102166633225149,73
248,8,ownGoals,2017,Southampton,Southampton xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,0.0,0.0,0.0,1.0,1.0,,74
249,9,shotOboxTotal,2017,Southampton,Southampton xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,177,3,4.991595103871077,213.0,14.0,6.0686389110051095,-1.0770438071340322,0.028201102281757495,0.02849126249298173,74
250,10,shotPenaltyArea,2017,Southampton,Southampton xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,234,25,26.727733654901385,241.0,25.0,26.22474315669388,0.5029904982075095,0.11422108399530505,0.10881636164603267,74
251,11,shotSixYardBox,2017,Southampton,Southampton xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,37,8,10.342734836041927,38.0,17.0,15.535487458109856,-5.1927526220679265,0.2795333739470791,0.4088286173186804,74
252,12,ownGoals,2017,Leicester,Leicester xG stats for the 2017/2018 season ,ownGoals,ownGoals,3,3,3.0,2.0,2.0,2.0,1.0,1.0,1.0,75
253,13,shotOboxTotal,2017,Leicester,Leicester xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,161,7,5.010247648693621,207.0,12.0,5.872897473163903,-0.8626498244702816,0.031119550613003862,0.028371485377603395,75
254,14,shotPenaltyArea,2017,Leicester,Leicester xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,222,32,30.82549630757421,256.0,34.0,33.69692425709218,-2.8714279495179653,0.13885358697105502,0.13162861037926632,75
255,15,shotSixYardBox,2017,Leicester,Leicester xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,37,14,14.953632479533553,27.0,12.0,10.504061518236997,4.449570961296558,0.4041522291765825,0.3890393154902591,75
256,16,ownGoals,2017,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2017/2018 season ,ownGoals,ownGoals,0,0,0.0,2.0,2.0,2.0,-2.0,,1.0,76
257,17,shotOboxTotal,2017,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,144,2,4.146701440215112,229.0,9.0,7.436096931807697,-3.2893954915925865,0.028796537779271606,0.03247203900352706,76
258,18,shotPenaltyArea,2017,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,190,17,19.175119219347838,247.0,35.0,30.04906924813986,-10.873950028792024,0.10092168010183072,0.12165615080218566,76
259,19,shotSixYardBox,2017,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,38,12,12.133310336619616,36.0,10.0,11.856589011847973,0.2767213247716427,0.3192976404373583,0.3293496947735548,76
260,20,ownGoals,2017,Crystal_Palace,Crystal Palace xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,2.0,2.0,2.0,-1.0,1.0,1.0,78
261,21,shotOboxTotal,2017,Crystal_Palace,Crystal Palace xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,175,6,5.560743972659111,177.0,12.0,5.696580884512514,-0.13583691185340285,0.03177567984376635,0.03218407279385601,78
262,22,shotPenaltyArea,2017,Crystal_Palace,Crystal Palace xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,269,29,39.35152563080192,251.0,29.0,34.621851859614246,4.729673771187663,0.14628819937101084,0.13793566477933966,78
263,23,shotSixYardBox,2017,Crystal_Palace,Crystal Palace xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,30,9,12.999218424782155,36.0,12.0,13.559996554628015,-0.5607781298458576,0.4333072808260719,0.3766665709618893,78
264,24,ownGoals,2017,Chelsea,Chelsea xG stats for the 2017/2018 season ,ownGoals,ownGoals,2,2,2.0,2.0,2.0,2.0,0.0,1.0,1.0,80
265,25,shotOboxTotal,2017,Chelsea,Chelsea xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,246,10,8.203784324228764,161.0,2.0,5.242295252159239,2.9614890720695257,0.033348716765157584,0.03256084007552321,80
266,26,shotPenaltyArea,2017,Chelsea,Chelsea xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,323,37,42.06218988914043,197.0,32.0,23.785776874981817,18.27641301415861,0.13022349810879388,0.12073998413696355,80
267,27,shotSixYardBox,2017,Chelsea,Chelsea xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,37,13,9.473996356129646,19.0,2.0,5.726277217268944,3.747719138860704,0.2560539555710715,0.3013830114352076,80
268,28,ownGoals,2017,West_Ham,West Ham xG stats for the 2017/2018 season ,ownGoals,ownGoals,0,0,0.0,1.0,1.0,1.0,-1.0,,1.0,81
269,29,shotOboxTotal,2017,West_Ham,West Ham xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,138,9,3.985594339668751,240.0,10.0,7.58132712636143,-3.595732786692679,0.028881118403396744,0.031588863026505966,81
270,30,shotPenaltyArea,2017,West_Ham,West Ham xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,207,30,25.79301035962999,282.0,43.0,37.556439029052854,-11.763428669422865,0.1246039147808212,0.13317886180515195,81
271,31,shotSixYardBox,2017,West_Ham,West Ham xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,27,9,7.81627656146884,37.0,14.0,13.948975078761578,-6.132698517292737,0.2894917244988459,0.3769993264530156,81
272,32,ownGoals,2017,Tottenham,Tottenham xG stats for the 2017/2018 season ,ownGoals,ownGoals,4,4,4.0,1.0,1.0,1.0,3.0,1.0,1.0,82
273,33,shotOboxTotal,2017,Tottenham,Tottenham xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,267,10,8.400215622503309,121.0,4.0,4.38121216930449,4.01900345319882,0.03146148173222214,0.0362083650355743,82
274,34,shotPenaltyArea,2017,Tottenham,Tottenham xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,317,44,47.63932922203094,210.0,24.0,23.79808828793466,23.84124093409628,0.15028179565309446,0.11332422994254597,82
275,35,shotSixYardBox,2017,Tottenham,Tottenham xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,36,16,13.846207346767187,21.0,7.0,8.174450626596807,5.671756720170379,0.38461687074353296,0.3892595536474671,82
276,36,ownGoals,2017,Arsenal,Arsenal xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,0.0,0.0,0.0,1.0,1.0,,83
277,37,shotOboxTotal,2017,Arsenal,Arsenal xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,226,6,7.446841478347777,146.0,2.0,4.3538429704494765,3.0929985078983013,0.0329506260103884,0.029820842263352583,83
278,38,shotPenaltyArea,2017,Arsenal,Arsenal xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,324,53,46.85070342943072,240.0,38.0,33.207531611435115,13.643171817995608,0.14460093651058864,0.1383647150476463,83
279,39,shotSixYardBox,2017,Arsenal,Arsenal xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,42,14,19.03289699368179,36.0,11.0,11.722947489470243,7.309949504211545,0.4531642141352807,0.3256374302630623,83
280,40,ownGoals,2017,Swansea,Swansea xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,2.0,2.0,2.0,-1.0,1.0,1.0,84
281,41,shotOboxTotal,2017,Swansea,Swansea xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,145,4,4.506169958971442,208.0,8.0,6.534433254040778,-2.028263295069337,0.03107703419980304,0.03141554449058066,84
282,42,shotPenaltyArea,2017,Swansea,Swansea xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,165,17,19.06234135851264,283.0,29.0,39.362908240407705,-20.300566881895065,0.11552934156674327,0.1390915485526774,84
283,43,shotSixYardBox,2017,Swansea,Swansea xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,23,6,7.125031296163797,43.0,17.0,17.338214844465256,-10.213183548301457,0.30978396939842595,0.4032142987084944,84
284,44,ownGoals,2017,Stoke,Stoke xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,2.0,2.0,2.0,-1.0,1.0,1.0,85
285,45,shotOboxTotal,2017,Stoke,Stoke xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,154,8,5.0478860777802765,217.0,8.0,7.077210478950293,-2.029324401170016,0.03277848102454725,0.03261387317488613,85
286,46,shotPenaltyArea,2017,Stoke,Stoke xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,196,19,23.360639713704586,315.0,45.0,45.41553876968101,-22.054899055976424,0.11918693731481933,0.14417631355454288,85
287,47,shotSixYardBox,2017,Stoke,Stoke xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,32,7,8.77415869012475,44.0,13.0,14.305109618231654,-5.530950928106903,0.27419245906639844,0.32511612768708303,85
288,48,ownGoals,2017,Newcastle_United,Newcastle United xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,3.0,3.0,3.0,-2.0,1.0,1.0,86
289,49,shotOboxTotal,2017,Newcastle_United,Newcastle United xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,211,5,6.313696434721353,167.0,4.0,4.996515817940235,1.3171806167811155,0.02992273191811067,0.029919256394851712,86
290,50,shotPenaltyArea,2017,Newcastle_United,Newcastle United xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,207,22,26.685096464119848,260.0,26.0,33.36755435913801,-6.68245789501816,0.1289135094885017,0.1283367475351462,86
291,51,shotSixYardBox,2017,Newcastle_United,Newcastle United xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,33,11,12.127336690202355,47.0,14.0,15.110787134617569,-2.9834504444152117,0.3674950512182532,0.32150610924718226,86
292,52,ownGoals,2017,Liverpool,Liverpool xG stats for the 2017/2018 season ,ownGoals,ownGoals,2,2,2.0,0.0,0.0,0.0,2.0,1.0,,87
293,53,shotOboxTotal,2017,Liverpool,Liverpool xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,248,9,8.283007898367941,98.0,3.0,2.7607714147306983,5.522236483637244,0.033399225396644916,0.028171136885007126,87
294,54,shotPenaltyArea,2017,Liverpool,Liverpool xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,342,56,54.50437119137496,163.0,26.0,24.49769609980285,30.006675091572102,0.15936950640752912,0.15029261410921996,87
295,55,shotSixYardBox,2017,Liverpool,Liverpool xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,46,17,15.790848342701793,20.0,9.0,8.933196514844894,6.857651827856897,0.3432793117978651,0.4466598257422447,87
296,56,ownGoals,2017,Manchester_City,Manchester City xG stats for the 2017/2018 season ,ownGoals,ownGoals,3,3,3.0,2.0,2.0,2.0,1.0,1.0,1.0,88
297,57,shotOboxTotal,2017,Manchester_City,Manchester City xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,252,13,8.650344379246235,96.0,6.0,2.9273707666434348,5.7229736126028,0.03432676340970728,0.03049344548586912,88
298,58,shotPenaltyArea,2017,Manchester_City,Manchester City xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,355,64,58.746260401792824,118.0,16.0,15.64940981939435,43.096850582398474,0.16548242366702204,0.13262211711351146,88
299,59,shotSixYardBox,2017,Manchester_City,Manchester City xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,56,26,25.753826828673482,20.0,3.0,6.332890819758178,19.420936008915305,0.4598897647977408,0.31664454098790884,88
300,60,ownGoals,2017,Manchester_United,Manchester United xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,2.0,2.0,2.0,-1.0,1.0,1.0,89
301,61,shotOboxTotal,2017,Manchester_United,Manchester United xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,213,12,6.9059345331043005,172.0,3.0,4.857212147675456,2.048722385428846,0.03242222785494977,0.02823960550974101,89
302,62,shotPenaltyArea,2017,Manchester_United,Manchester United xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,254,43,36.90226195193827,229.0,14.0,28.385794473811984,8.516467478126287,0.14528449587377273,0.12395543438345845,89
303,63,shotSixYardBox,2017,Manchester_United,Manchester United xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,45,12,17.21513337828219,32.0,9.0,10.982610210776329,6.23252316750586,0.382558519517382,0.3432065690867603,89
304,64,ownGoals,2017,Watford,Watford xG stats for the 2017/2018 season ,ownGoals,ownGoals,2,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,90
305,65,shotOboxTotal,2017,Watford,Watford xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,162,6,5.0135963475331655,138.0,7.0,4.524573333095758,0.4890230144374073,0.03094812560205658,0.0327867632833026,90
306,66,shotPenaltyArea,2017,Watford,Watford xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,244,26,29.56521204207093,230.0,39.0,35.473628295585506,-5.908416253514588,0.12116890181176608,0.1542331665025457,90
307,67,shotSixYardBox,2017,Watford,Watford xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,31,10,12.290206940844655,41.0,17.0,14.77188035659492,-2.481673415750265,0.3964582884143437,0.3602897647949981,90
308,68,ownGoals,2017,Burnley,Burnley xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,92
309,69,shotOboxTotal,2017,Burnley,Burnley xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,134,4,4.560185881331564,238.0,3.0,6.8936584373004735,-2.3334725559689105,0.034031237920384795,0.028964951417228883,92
310,70,shotPenaltyArea,2017,Burnley,Burnley xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,212,21,19.533208569977432,296.0,28.0,35.877188635990024,-16.34398006601259,0.09213777627347844,0.12120671836483116,92
311,71,shotSixYardBox,2017,Burnley,Burnley xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,29,10,9.758408077061176,30.0,7.0,9.804762791842222,-0.04635471478104592,0.3364968302434889,0.3268254263947407,92
312,72,ownGoals,2017,Huddersfield,Huddersfield xG stats for the 2017/2018 season ,ownGoals,ownGoals,3,3,3.0,1.0,1.0,1.0,2.0,1.0,1.0,219
313,73,shotOboxTotal,2017,Huddersfield,Huddersfield xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,156,1,4.375224031507969,151.0,7.0,4.796302689239383,-0.4210786577314137,0.028046307894281853,0.03176359396847273,219
314,74,shotPenaltyArea,2017,Huddersfield,Huddersfield xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,182,19,20.594969774596397,255.0,37.0,37.97050576005131,-17.375535985454913,0.11315917458569448,0.14890394415706396,219
315,75,shotSixYardBox,2017,Huddersfield,Huddersfield xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,22,5,7.514195017516612,34.0,13.0,12.283041182905436,-4.768846165388823,0.34155431897802785,0.3612659171442775,219
316,76,ownGoals,2017,Brighton,Brighton xG stats for the 2017/2018 season ,ownGoals,ownGoals,1,1,1.0,5.0,5.0,5.0,-4.0,1.0,1.0,220
317,77,shotOboxTotal,2017,Brighton,Brighton xG stats for the 2017/2018 season ,shotOboxTotal,shotOboxTotal,154,4,3.8959773117676377,251.0,3.0,8.066894092597067,-4.170916780829431,0.025298553972517127,0.032139020289231345,220
318,78,shotPenaltyArea,2017,Brighton,Brighton xG stats for the 2017/2018 season ,shotPenaltyArea,shotPenaltyArea,192,19,23.10667469259352,259.0,37.0,31.60637093801052,-8.499696245416999,0.12034726402392455,0.12203232022397882,220
319,79,shotSixYardBox,2017,Brighton,Brighton xG stats for the 2017/2018 season ,shotSixYardBox,shotSixYardBox,36,10,10.450865752995014,44.0,9.0,14.793774293735625,-4.342908540740609,0.2903018264720837,0.33622214303944603,220
320,0,ownGoals,2018,Everton,Everton xG stats for the 2018/2019 season ,ownGoals,ownGoals,0,0,0.0,2.0,2.0,2.0,-2.0,,1.0,72
321,1,shotOboxTotal,2018,Everton,Everton xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,113,6,3.6184744155034414,102.0,4.0,3.1390222813934088,0.4794521341100335,0.03202189748233135,0.030774728248954983,72
322,2,shotPenaltyArea,2018,Everton,Everton xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,188,25,25.619390849955373,147.0,22.0,23.16106012277305,2.4583307271823287,0.13627335558486905,0.15755823212770784,72
323,3,shotSixYardBox,2018,Everton,Everton xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,19,5,6.337482273578644,27.0,8.0,10.726180043071508,-4.3886977694928655,0.3335516986094023,0.39726592752116696,72
324,4,ownGoals,2018,Bournemouth,Bournemouth xG stats for the 2018/2019 season ,ownGoals,ownGoals,0,0,0.0,2.0,2.0,2.0,-2.0,,1.0,73
325,5,shotOboxTotal,2018,Bournemouth,Bournemouth xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,105,2,3.428258844651282,127.0,3.0,4.5700643016025415,-1.1418054569512606,0.03265008423477411,0.035984758280334976,73
326,6,shotPenaltyArea,2018,Bournemouth,Bournemouth xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,175,30,26.8858354985714,165.0,25.0,22.129216295667,4.756619202904403,0.15363334570612225,0.13411646239798178,73
327,7,shotSixYardBox,2018,Bournemouth,Bournemouth xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,21,5,7.409021116793156,37.0,14.0,14.290310769341884,-6.88128965254873,0.35281052937110263,0.38622461538761854,73
328,8,ownGoals,2018,Southampton,Southampton xG stats for the 2018/2019 season ,ownGoals,ownGoals,1,1,1.0,3.0,3.0,3.0,-2.0,1.0,1.0,74
329,9,shotOboxTotal,2018,Southampton,Southampton xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,147,6,3.8541413443163037,115.0,4.0,3.393697306979448,0.4604440373368561,0.02621864860079118,0.02951041136503868,74
330,10,shotPenaltyArea,2018,Southampton,Southampton xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,163,17,21.945502448827032,205.0,28.0,27.3526022862643,-5.407099837437272,0.13463498434863208,0.13342732822567951,74
331,11,shotSixYardBox,2018,Southampton,Southampton xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,18,3,6.319314615800978,25.0,7.0,8.659371564164758,-2.3400569483637805,0.35107303421116537,0.34637486256659034,74
332,12,ownGoals,2018,Leicester,Leicester xG stats for the 2018/2019 season ,ownGoals,ownGoals,3,3,3.0,0.0,0.0,0.0,3.0,1.0,,75
333,13,shotOboxTotal,2018,Leicester,Leicester xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,130,4,3.673978713341057,106.0,5.0,3.172345219645649,0.5016334936954081,0.02826137471800813,0.029927785090996688,75
334,14,shotPenaltyArea,2018,Leicester,Leicester xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,154,19,21.67575265001505,165.0,21.0,21.400898188352585,0.2748544616624713,0.14075164058451334,0.12970241326274293,75
335,15,shotSixYardBox,2018,Leicester,Leicester xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,26,4,5.90605091303587,18.0,5.0,6.199116179719567,-0.2930652666836977,0.22715580434753346,0.3443953433177537,75
336,16,ownGoals,2018,Crystal_Palace,Crystal Palace xG stats for the 2018/2019 season ,ownGoals,ownGoals,1,1,1.0,0.0,0.0,0.0,1.0,1.0,,78
337,17,shotOboxTotal,2018,Crystal_Palace,Crystal Palace xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,126,4,3.7876537241972974,129.0,5.0,4.4553467351943254,-0.6676930109970272,0.0300607438428357,0.03453757159065369,78
338,18,shotPenaltyArea,2018,Crystal_Palace,Crystal Palace xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,180,20,22.164346698205925,166.0,23.0,24.240546717308455,-2.076200019102544,0.12313525943447733,0.14602738986330402,78
339,19,shotSixYardBox,2018,Crystal_Palace,Crystal Palace xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,17,1,4.1387711353600025,15.0,5.0,4.739707689732314,-0.6009365543723106,0.2434571256094119,0.3159805126488209,78
340,20,ownGoals,2018,Chelsea,Chelsea xG stats for the 2018/2019 season ,ownGoals,ownGoals,1,1,1.0,0.0,0.0,0.0,1.0,1.0,,80
341,21,shotOboxTotal,2018,Chelsea,Chelsea xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,144,5,5.245757675729691,85.0,4.0,2.3619569209404294,2.883800754789263,0.03642887274812286,0.027787728481652105,80
342,22,shotPenaltyArea,2018,Chelsea,Chelsea xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,230,35,31.538405886851248,120.0,15.0,16.298327278345823,15.240078608505428,0.13712350385587502,0.1358193939862152,80
343,23,shotSixYardBox,2018,Chelsea,Chelsea xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,20,4,7.185033421963452,18.0,4.0,4.856632389128208,2.328401032835245,0.3592516710981727,0.2698129105071227,80
344,24,ownGoals,2018,West_Ham,West Ham xG stats for the 2018/2019 season ,ownGoals,ownGoals,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,81
345,25,shotOboxTotal,2018,West_Ham,West Ham xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,100,5,3.3278114176355302,126.0,3.0,3.684292115271092,-0.35648069763556123,0.0332781141763553,0.02924041361326263,81
346,26,shotPenaltyArea,2018,West_Ham,West Ham xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,152,18,19.9257249776274,158.0,21.0,22.592888521030545,-2.6671635434031487,0.1310902959054434,0.14299296532297814,81
347,27,shotSixYardBox,2018,West_Ham,West Ham xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,22,6,5.769667532294989,32.0,12.0,13.360325992107393,-7.590658459812403,0.2622576151043177,0.417510187253356,81
348,28,ownGoals,2018,Tottenham,Tottenham xG stats for the 2018/2019 season ,ownGoals,ownGoals,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,82
349,29,shotOboxTotal,2018,Tottenham,Tottenham xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,112,10,3.704057150520384,111.0,2.0,2.8718897979706526,0.8321673525497317,0.033071938843932,0.02587288106279868,82
350,30,shotPenaltyArea,2018,Tottenham,Tottenham xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,190,27,27.39665848761797,179.0,19.0,22.69070539064705,4.705953096970916,0.14419293940851566,0.12676371726618466,82
351,31,shotSixYardBox,2018,Tottenham,Tottenham xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,36,13,13.87533697951585,11.0,2.0,3.6043307185173035,10.271006260998547,0.3854260272087736,0.3276664289561185,82
352,32,ownGoals,2018,Arsenal,Arsenal xG stats for the 2018/2019 season ,ownGoals,ownGoals,4,4,4.0,1.0,1.0,1.0,3.0,1.0,1.0,83
353,33,shotOboxTotal,2018,Arsenal,Arsenal xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,111,9,3.498305360786617,142.0,2.0,4.318960021715611,-0.8206546609289944,0.03151626451159114,0.030415211420532474,83
354,34,shotPenaltyArea,2018,Arsenal,Arsenal xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,167,29,26.41602814756334,165.0,27.0,24.657110502012078,1.7589176455512645,0.15817980926684633,0.14943703334552771,83
355,35,shotSixYardBox,2018,Arsenal,Arsenal xG stats for the 2018/2019 season ,shotSixYardBox,shotSixYardBox,30,9,11.306933963671328,15.0,6.0,5.954437257722019,5.3524967059493065,0.3768977987890442,0.39696248384813465,83
356,36,ownGoals,2018,Newcastle_United,Newcastle United xG stats for the 2018/2019 season ,ownGoals,ownGoals,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,86
357,37,shotOboxTotal,2018,Newcastle_United,Newcastle United xG stats for the 2018/2019 season ,shotOboxTotal,shotOboxTotal,110,0,2.940077839884907,113.0,4.0,3.439161343500018,-0.4990835036151111,0.026727980362590064,0.030435056137168306,86
358,38,shotPenaltyArea,2018,Newcastle_United,Newcastle United xG stats for the 2018/2019 season ,shotPenaltyArea,shotPenaltyArea,139,16,15.655584534164515,206.0,18.0,27.231352565810084,-11.575768031645564,0.11263010456233465,0.1321910318728645,86
