,Unnamed: 0,Unnamed: 0.1,index,season,team,description,situation,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF/Sh,xGA/Sh,team_id
450,50,0,DirectFreekick,2018,Liverpool,Liverpool xG stats for the 2018/2019 season ,DirectFreekick,14,1,1.034012082964182,7.0,0.0,0.4006896838545799,0.6333223991096021,0.07385800592601299,0.05724138340779712,87
451,51,1,FromCorner,2018,Liverpool,Liverpool xG stats for the 2018/2019 season ,FromCorner,60,10,7.582786540500821,20.0,3.0,2.6929084258154035,4.889878114685416,0.12637977567501366,0.13464542129077015,87
452,52,2,OpenPlay,2018,Liverpool,Liverpool xG stats for the 2018/2019 season ,OpenPlay,265,35,37.645071994047605,155.0,10.0,14.345820591319349,23.299251402728267,0.14205687544923626,0.0925536812343184,87
453,53,3,Penalty,2018,Liverpool,Liverpool xG stats for the 2018/2019 season ,Penalty,5,5,3.8058441877365112,1.0,0.0,0.7611688375473022,3.044675350189209,0.7611688375473022,0.7611688375473022,87
454,54,4,SetPiece,2018,Liverpool,Liverpool xG stats for the 2018/2019 season ,SetPiece,19,4,4.2973610097542405,10.0,1.0,1.7675810270011425,2.529779982753098,0.2261768952502232,0.17675810270011424,87
455,55,0,DirectFreekick,2018,Manchester_City,Manchester City xG stats for the 2018/2019 season ,DirectFreekick,14,1,1.0528150312602522,2.0,0.0,0.13090496510267258,0.9219100661575794,0.07520107366144657,0.06545248255133629,88
456,56,1,FromCorner,2018,Manchester_City,Manchester City xG stats for the 2018/2019 season ,FromCorner,54,4,4.286620508879423,22.0,4.0,2.7079013967886567,1.5787191120907664,0.07938186127554488,0.12308642712675713,88
457,57,2,OpenPlay,2018,Manchester_City,Manchester City xG stats for the 2018/2019 season ,OpenPlay,350,59,56.15646280394867,119.0,11.0,13.570794357918205,42.58566844603047,0.16044703658271048,0.1140402887220017,88
458,58,3,Penalty,2018,Manchester_City,Manchester City xG stats for the 2018/2019 season ,Penalty,2,1,1.5223376750946045,4.0,4.0,3.044675350189209,-1.5223376750946045,0.7611688375473022,0.7611688375473022,88
459,59,4,SetPiece,2018,Manchester_City,Manchester City xG stats for the 2018/2019 season ,SetPiece,17,1,2.723393366672098,17.0,1.0,0.8725094879046082,1.8508838787674904,0.16019960980424108,0.051324087523800486,88
460,60,0,DirectFreekick,2018,Manchester_United,Manchester United xG stats for the 2018/2019 season ,DirectFreekick,18,2,0.8581022880971432,14.0,1.0,0.8233922347426414,0.034710053354501724,0.04767234933873018,0.05881373105304584,89
461,61,1,FromCorner,2018,Manchester_United,Manchester United xG stats for the 2018/2019 season ,FromCorner,51,6,5.269584828987718,49.0,7.0,5.762215543538332,-0.4926307145506144,0.10332519272524936,0.11759623558241496,89
462,62,2,OpenPlay,2018,Manchester_United,Manchester United xG stats for the 2018/2019 season ,OpenPlay,251,32,30.91218942636624,241.0,22.0,24.777136608958244,6.135052817407996,0.12315613317277388,0.1028096954728558,89
463,63,3,Penalty,2018,Manchester_United,Manchester United xG stats for the 2018/2019 season ,Penalty,8,6,6.089350700378418,4.0,4.0,3.044675350189209,3.044675350189209,0.7611688375473022,0.7611688375473022,89
464,64,4,SetPiece,2018,Manchester_United,Manchester United xG stats for the 2018/2019 season ,SetPiece,19,3,4.318001709878445,22.0,1.0,3.698278625495732,0.6197230843827128,0.2272632478883392,0.16810357388616962,89
465,65,0,DirectFreekick,2018,Watford,Watford xG stats for the 2018/2019 season ,DirectFreekick,17,0,1.1375041753053663,11.0,2.0,0.6802917644381523,0.4572124108672142,0.06691201031208037,0.06184470585801385,90
466,66,1,FromCorner,2018,Watford,Watford xG stats for the 2018/2019 season ,FromCorner,31,5,3.345102982595563,56.0,4.0,4.414622365497053,-1.0695193829014895,0.10790654782566332,0.0788325422410188,90
467,67,2,OpenPlay,2018,Watford,Watford xG stats for the 2018/2019 season ,OpenPlay,220,25,27.788646895438433,214.0,22.0,28.56469550542533,-0.7760486099869013,0.12631203134290198,0.1334798855393707,90
468,68,3,Penalty,2018,Watford,Watford xG stats for the 2018/2019 season ,Penalty,1,1,0.7611688375473022,4.0,3.0,3.044675350189209,-2.2835065126419067,0.7611688375473022,0.7611688375473022,90
469,69,4,SetPiece,2018,Watford,Watford xG stats for the 2018/2019 season ,SetPiece,22,2,3.303183348849416,21.0,3.0,2.9307845723815262,0.3723987764678896,0.15014469767497346,0.13956117011340602,90
470,70,0,DirectFreekick,2018,Burnley,Burnley xG stats for the 2018/2019 season ,DirectFreekick,10,0,0.5464405715465546,9.0,1.0,0.4800289608538151,0.06641161069273949,0.054644057154655465,0.05333655120597945,92
471,71,1,FromCorner,2018,Burnley,Burnley xG stats for the 2018/2019 season ,FromCorner,40,5,5.447566390037537,88.0,8.0,7.094699028879403,-1.6471326388418674,0.13618915975093845,0.0806215798736296,92
472,72,2,OpenPlay,2018,Burnley,Burnley xG stats for the 2018/2019 season ,OpenPlay,159,18,20.131487824954096,341.0,34.0,36.406018616631634,-16.274530791677535,0.12661313097455404,0.10676251793733617,92
473,73,3,Penalty,2018,Burnley,Burnley xG stats for the 2018/2019 season ,Penalty,1,1,0.7611688375473022,3.0,2.0,2.2834697365760803,-1.522300899028778,0.7611688375473022,0.7611565788586935,92
474,74,4,SetPiece,2018,Burnley,Burnley xG stats for the 2018/2019 season ,SetPiece,29,2,4.54646305833012,9.0,1.0,1.3086899351328611,3.237773123197257,0.15677458821827994,0.14540999279254013,92
475,75,0,DirectFreekick,2018,Huddersfield,Huddersfield xG stats for the 2018/2019 season ,DirectFreekick,11,1,0.6416151113808155,17.0,2.0,1.1280509885400534,-0.4864358771592378,0.05832864648916505,0.06635594050235608,219
476,76,1,FromCorner,2018,Huddersfield,Huddersfield xG stats for the 2018/2019 season ,FromCorner,45,3,3.4824903681874275,42.0,3.0,5.243695086799561,-1.7612047186121345,0.0773886748486095,0.12484988301903716,219
477,77,2,OpenPlay,2018,Huddersfield,Huddersfield xG stats for the 2018/2019 season ,OpenPlay,202,8,12.585034090094268,236.0,34.0,29.33659358043224,-16.751559490337968,0.062302148960862724,0.12430759991708575,219
478,78,3,Penalty,2018,Huddersfield,Huddersfield xG stats for the 2018/2019 season ,Penalty,0,0,0.0,5.0,4.0,3.8058441877365112,-3.8058441877365112,,0.7611688375473022,219
479,79,4,SetPiece,2018,Huddersfield,Huddersfield xG stats for the 2018/2019 season ,SetPiece,14,1,1.1957182986661792,16.0,3.0,2.1809622133150697,-0.9852439146488904,0.08540844990472707,0.13631013833219185,219
480,80,0,DirectFreekick,2018,Brighton,Brighton xG stats for the 2018/2019 season ,DirectFreekick,8,0,0.4996535088866949,21.0,0.0,1.261645406484604,-0.7619918975979091,0.062456688610836864,0.060078352689743035,220
481,81,1,FromCorner,2018,Brighton,Brighton xG stats for the 2018/2019 season ,FromCorner,43,9,5.202716832980514,54.0,4.0,4.606774657033384,0.5959421759471297,0.12099341472047705,0.08531064179691451,220
482,82,2,OpenPlay,2018,Brighton,Brighton xG stats for the 2018/2019 season ,OpenPlay,161,12,14.61122217681259,285.0,24.0,28.302148271817714,-13.690926095005127,0.09075293277523347,0.09930578340988673,220
483,83,3,Penalty,2018,Brighton,Brighton xG stats for the 2018/2019 season ,Penalty,5,4,3.8058441877365112,7.0,7.0,5.328145086765289,-1.522300899028778,0.7611688375473022,0.7611635838236127,220
484,84,4,SetPiece,2018,Brighton,Brighton xG stats for the 2018/2019 season ,SetPiece,29,2,3.4473109999671583,17.0,1.0,2.06828429363668,1.3790267063304782,0.1188727931023158,0.12166378197862822,220
485,85,0,DirectFreekick,2018,Cardiff,Cardiff xG stats for the 2018/2019 season ,DirectFreekick,9,0,0.6271863728761673,12.0,1.0,0.7328078113496304,-0.10562143847346306,0.0696873747640186,0.0610673176124692,227
486,86,1,FromCorner,2018,Cardiff,Cardiff xG stats for the 2018/2019 season ,FromCorner,49,2,7.3953173058107495,73.0,7.0,5.818027221597731,1.5772900842130184,0.15092484297572958,0.07969900303558536,227
487,87,2,OpenPlay,2018,Cardiff,Cardiff xG stats for the 2018/2019 season ,OpenPlay,188,16,14.638053582981227,255.0,34.0,29.048909139353785,-14.410855556372551,0.07786198714351718,0.11391729074256385,227
488,88,3,Penalty,2018,Cardiff,Cardiff xG stats for the 2018/2019 season ,Penalty,3,2,2.2835065126419067,6.0,3.0,4.5670130252838135,-2.2835065126419067,0.7611688375473022,0.7611688375473022,227
489,89,4,SetPiece,2018,Cardiff,Cardiff xG stats for the 2018/2019 season ,SetPiece,27,2,2.616234030108899,17.0,1.0,2.1343520730733867,0.4818819570355117,0.09689755667069996,0.12555012194549334,227
490,90,0,DirectFreekick,2018,Fulham,Fulham xG stats for the 2018/2019 season ,DirectFreekick,9,0,0.4982514455914498,13.0,1.0,0.8144563846290112,-0.3162049390375614,0.0553612717323833,0.06265049112530854,228
491,91,1,FromCorner,2018,Fulham,Fulham xG stats for the 2018/2019 season ,FromCorner,50,3,3.571942047215998,55.0,5.0,6.008512446656822,-2.436570399440825,0.07143884094431996,0.10924568084830588,228
492,92,2,OpenPlay,2018,Fulham,Fulham xG stats for the 2018/2019 season ,OpenPlay,239,20,22.59175256313756,286.0,46.0,39.043228231370456,-16.451475668232888,0.09452616135204,0.1365147840257708,228
493,93,3,Penalty,2018,Fulham,Fulham xG stats for the 2018/2019 season ,Penalty,2,1,1.5223376750946045,5.0,3.0,3.805732011795044,-2.2833943367004395,0.7611688375473022,0.7611464023590088,228
494,94,4,SetPiece,2018,Fulham,Fulham xG stats for the 2018/2019 season ,SetPiece,12,1,0.8985294392332435,19.0,0.0,1.5397089524194598,-0.6411795131862164,0.07487745326943697,0.08103731328523472,228
495,95,0,DirectFreekick,2018,Wolverhampton_Wanderers,Wolverhampton Wanderers xG stats for the 2018/2019 season ,DirectFreekick,10,1,0.7295911647379398,15.0,1.0,0.9176842048764228,-0.18809304013848305,0.07295911647379398,0.061178946991761525,229
496,96,1,FromCorner,2018,Wolverhampton_Wanderers,Wolverhampton Wanderers xG stats for the 2018/2019 season ,FromCorner,50,5,3.7736605079844594,48.0,4.0,4.175899030640721,-0.4022385226562619,0.07547321015968919,0.0869978964716817,229
497,97,2,OpenPlay,2018,Wolverhampton_Wanderers,Wolverhampton Wanderers xG stats for the 2018/2019 season ,OpenPlay,244,22,25.966315302997828,223.0,19.0,20.411315711215146,5.554999591782688,0.10641932501228618,0.09153056372742216,229
498,98,3,Penalty,2018,Wolverhampton_Wanderers,Wolverhampton Wanderers xG stats for the 2018/2019 season ,Penalty,3,3,2.2835065126419067,2.0,2.0,1.5223376750946045,0.7611688375473022,0.7611688375473022,0.7611688375473022,229
499,99,4,SetPiece,2018,Wolverhampton_Wanderers,Wolverhampton Wanderers xG stats for the 2018/2019 season ,SetPiece,11,2,0.8000500435009599,27.0,6.0,2.630024907179177,-1.829974863678217,0.0727318221364509,0.09740832989552507,229
