,Unnamed: 0,timing,season,team,description,timing.1,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF/Sh,xGA/Sh,team_id
27,27,46-60,2014,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2014/2015 season ,46-60,62,10,6.188953959383071,106.0,6.0,10.307891196571287,-4.11893723718822,0.09982183805456564,0.09724425657142728,76
28,28,61-75,2014,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2014/2015 season ,61-75,85,8,10.57566695753485,91.0,5.0,8.516616548411548,2.059050409123301,0.12441961126511587,0.09358919283968736,76
29,29,76+,2014,West_Bromwich_Albion,West Bromwich Albion xG stats for the 2014/2015 season ,76+,78,4,6.5814925795421,100.0,8.0,8.691791547462344,-2.110298967920244,0.0843781099941295,0.08691791547462344,76
30,30,1-15,2014,Sunderland,Sunderland xG stats for the 2014/2015 season ,1-15,55,5,5.214517677202822,85.0,7.0,7.136727815493941,-1.9222101382911203,0.09480941231277856,0.08396150371169342,77
31,31,16-30,2014,Sunderland,Sunderland xG stats for the 2014/2015 season ,16-30,56,9,7.311425408348441,95.0,9.0,7.678528587333858,-0.3671031789854169,0.13056116800622214,0.08082661670877746,77
32,32,31-45,2014,Sunderland,Sunderland xG stats for the 2014/2015 season ,31-45,61,3,5.0994005370885125,90.0,8.0,6.759243899956346,-1.6598433628678322,0.08359673011620514,0.07510270999951495,77
33,33,46-60,2014,Sunderland,Sunderland xG stats for the 2014/2015 season ,46-60,85,2,6.198724172078072,112.0,9.0,10.067185570485892,-3.868461398407817,0.07292616673033027,0.08988558545076687,77
34,34,61-75,2014,Sunderland,Sunderland xG stats for the 2014/2015 season ,61-75,59,3,5.289133053272964,110.0,11.0,11.772256989963353,-6.48312393669039,0.08964632293682988,0.10702051809057593,77
35,35,76+,2014,Sunderland,Sunderland xG stats for the 2014/2015 season ,76+,93,9,9.510109259746967,139.0,9.0,13.165892281569539,-3.6557830218225718,0.10225923935211796,0.09471864950769454,77
36,36,1-15,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,1-15,59,3,6.325576676055789,76.0,11.0,8.630633886903523,-2.3050572108477354,0.10721316400094558,0.113560972196099,78
37,37,16-30,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,16-30,69,5,6.898028464987874,80.0,4.0,5.762925350107253,1.1351031148806214,0.09997142702880976,0.07203656687634066,78
38,38,31-45,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,31-45,66,8,6.897328252438456,74.0,8.0,7.031600626185536,-0.13427237374708054,0.1045049735217948,0.09502163008358833,78
39,39,46-60,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,46-60,91,17,10.802382627036419,92.0,10.0,7.864545745775104,2.937836881261319,0.11870750139600465,0.08548419288885982,78
40,40,61-75,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,61-75,63,5,5.918901548720896,75.0,4.0,4.723486132919788,1.1954154158011079,0.09395081823366502,0.06297981510559718,78
41,41,76+,2014,Crystal_Palace,Crystal Palace xG stats for the 2014/2015 season ,76+,95,9,10.156010596081613,129.0,14.0,12.706834432668984,-2.550823836587369,0.10690537469559594,0.09850259250130997,78
42,42,1-15,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,1-15,84,15,10.987044597044587,72.0,4.0,5.088644872885197,5.89839972415939,0.1307981499648165,0.07067562323451664,80
43,43,16-30,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,16-30,92,10,11.117952485568821,53.0,6.0,4.311911051161586,6.806041434407233,0.12084730962574805,0.08135681228606767,80
44,44,31-45,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,31-45,75,12,10.647597189992666,71.0,5.0,5.269513600040226,5.378083589952439,0.14196796253323554,0.07421850140901727,80
45,45,46-60,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,46-60,112,7,11.228623208589852,67.0,7.0,6.247994180303067,4.980629028286785,0.1002555643624094,0.09325364448213533,80
46,46,61-75,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,61-75,93,13,12.823799528181553,64.0,3.0,4.305479924194516,8.518319603987036,0.13789031750732852,0.06727312381553929,80
47,47,76+,2014,Chelsea,Chelsea xG stats for the 2014/2015 season ,76+,109,16,15.106297883205116,90.0,7.0,7.583593115210532,7.522704767994582,0.13858988883674414,0.08426214572456148,80
48,48,1-15,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,1-15,61,5,5.780028801411389,83.0,3.0,6.461542818695308,-0.6815140172839165,0.09475457051494082,0.0778499134782567,81
49,49,16-30,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,16-30,87,6,11.651187231764196,75.0,9.0,10.137943224981427,1.5132440067827702,0.1339216923191287,0.1351725763330857,81
50,50,31-45,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,31-45,74,7,5.877643178217112,98.0,9.0,9.283873817883432,-3.406230639666319,0.07942761051644748,0.09473340630493296,81
51,51,46-60,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,46-60,77,12,7.117897251620889,92.0,6.0,7.816383380442858,-0.698486128821969,0.09244022404702452,0.08496068891785714,81
52,52,61-75,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,61-75,84,11,7.309940421488137,95.0,7.0,10.828716648742557,-3.5187762272544205,0.08702310025581114,0.11398649103939533,81
53,53,76+,2014,West_Ham,West Ham xG stats for the 2014/2015 season ,76+,107,3,10.208781089633703,147.0,13.0,16.20497296145186,-5.996191871818155,0.09540916906199724,0.1102379113023936,81
54,54,1-15,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,1-15,79,11,9.32333694025874,65.0,10.0,6.1656983201392,3.157638620119542,0.11801692329441445,0.09485689723291076,82
55,55,16-30,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,16-30,89,8,8.390969019383192,92.0,12.0,13.028298445045948,-4.637329425662756,0.09428055077958644,0.14161193962006466,82
56,56,31-45,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,31-45,79,7,6.902507376857103,83.0,7.0,9.477347819134591,-2.57484044227749,0.08737351109945699,0.11418491348354932,82
57,57,46-60,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,46-60,99,13,10.933318324387074,90.0,8.0,9.844011018052695,1.0893073063343763,0.11043755883219268,0.10937790020058552,82
58,58,61-75,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,61-75,96,6,10.388650819659231,81.0,9.0,9.735150067135693,0.6535007525235415,0.10821511270478368,0.12018703786587273,82
59,59,76+,2014,Tottenham,Tottenham xG stats for the 2014/2015 season ,76+,87,13,9.209403184708206,81.0,7.0,11.731403310783207,-2.522000126075,0.10585520901963458,0.14483213963929886,82
60,60,1-15,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,1-15,86,9,9.930779990740119,40.0,1.0,3.39259071322158,6.538189277518541,0.1154741859388386,0.0848147678305395,83
61,61,16-30,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,16-30,89,8,8.675159466452898,60.0,6.0,4.9298454616218805,3.745314004831016,0.09747370187025726,0.08216409102703134,83
62,62,31-45,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,31-45,103,18,13.619086715392768,68.0,7.0,7.0193808590993285,6.59970585629344,0.13222414286789094,0.10322618910440187,83
63,63,46-60,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,46-60,92,6,7.993927435018122,86.0,9.0,8.461153102107348,-0.4672256670892239,0.08689051559802306,0.09838550118729472,83
64,64,61-75,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,61-75,109,15,13.96551158092916,71.0,3.0,5.064331888221204,8.901179692707958,0.12812395945806568,0.07132861814396063,83
65,65,76+,2014,Arsenal,Arsenal xG stats for the 2014/2015 season ,76+,133,15,19.203870808705688,82.0,10.0,8.12751028034836,11.076360528357327,0.1443900060804939,0.09911597902863854,83
66,66,1-15,2014,Swansea,Swansea xG stats for the 2014/2015 season ,1-15,66,6,6.684533488936722,56.0,4.0,4.218652425799519,2.4658810631372035,0.1012808104384352,0.07533307903213426,84
67,67,16-30,2014,Swansea,Swansea xG stats for the 2014/2015 season ,16-30,67,8,5.59719546046108,78.0,7.0,7.302054055035112,-1.7048585945740342,0.08354023075315045,0.09361607762865533,84
68,68,31-45,2014,Swansea,Swansea xG stats for the 2014/2015 season ,31-45,67,4,5.974394621327519,86.0,11.0,8.274492672178893,-2.300098050851375,0.0891700689750376,0.0962150310718476,84
69,69,46-60,2014,Swansea,Swansea xG stats for the 2014/2015 season ,46-60,69,6,6.850028525106609,106.0,9.0,10.8882259381935,-4.038197413086891,0.09927577572618274,0.10271911262446698,84
70,70,61-75,2014,Swansea,Swansea xG stats for the 2014/2015 season ,61-75,79,11,12.455934676341712,103.0,10.0,12.32931665983051,0.12661801651120186,0.15767005919419888,0.1197021034935001,84
71,71,76+,2014,Swansea,Swansea xG stats for the 2014/2015 season ,76+,81,11,6.9739534221589565,126.0,8.0,14.678182739764452,-7.7042293176054955,0.08609819039702415,0.11649351380765438,84
72,72,1-15,2014,Stoke,Stoke xG stats for the 2014/2015 season ,1-15,73,8,6.6294788983650506,63.0,8.0,7.770618820562959,-1.1411399221979082,0.09081477942965822,0.12334315588195173,85
73,73,16-30,2014,Stoke,Stoke xG stats for the 2014/2015 season ,16-30,75,6,5.552905002608894,71.0,6.0,7.05663413926959,-1.503729136660695,0.0740387333681186,0.09938921322914916,85
74,74,31-45,2014,Stoke,Stoke xG stats for the 2014/2015 season ,31-45,81,16,8.711444340646269,72.0,9.0,8.017256358638406,0.6941879820078611,0.10754869556353416,0.11135078275886674,85
75,75,46-60,2014,Stoke,Stoke xG stats for the 2014/2015 season ,46-60,101,5,9.401181485503912,86.0,6.0,6.6219024611637,2.7792790243402123,0.09308100480696943,0.07699886582748489,85
76,76,61-75,2014,Stoke,Stoke xG stats for the 2014/2015 season ,61-75,69,4,5.741999982390553,84.0,10.0,10.905591984279454,-5.163592001888902,0.08321739104913843,0.12982847600332684,85
77,77,76+,2014,Stoke,Stoke xG stats for the 2014/2015 season ,76+,104,9,12.403621559031308,79.0,6.0,8.018659099005161,4.384962460026145,0.11926559191376256,0.10150201391145776,85
78,78,1-15,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,1-15,60,1,4.3277930743061015,61.0,10.0,6.014631480909884,-1.6868384066037834,0.07212988457176835,0.0986005160804899,86
79,79,16-30,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,16-30,70,4,4.662266996689142,68.0,11.0,8.708600566722453,-4.046333570033312,0.0666038142384163,0.12806765539297724,86
80,80,31-45,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,31-45,94,10,7.502606104128063,54.0,6.0,3.885983113199472,3.6166229909285903,0.07981495855455385,0.07196265024443467,86
81,81,46-60,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,46-60,75,7,7.0689133908599615,84.0,18.0,13.177036328241227,-6.1081229373812675,0.09425217854479948,0.15686948009810986,86
82,82,61-75,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,61-75,63,9,5.750470133498311,81.0,6.0,9.795148641802367,-4.04467850830406,0.0912773037063224,0.1209277610099058,86
83,83,76+,2014,Newcastle_United,Newcastle United xG stats for the 2014/2015 season ,76+,106,9,11.397135955281556,99.0,12.0,10.896667888388038,0.500468066893518,0.10752015052152412,0.11006735240795998,86
84,84,1-15,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,1-15,89,8,6.852469842880964,66.0,7.0,6.636736011132598,0.2157338317483664,0.0769940431784378,0.10055660622928178,87
85,85,16-30,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,16-30,84,8,6.117268590256572,55.0,7.0,6.6251180144026875,-0.5078494241461158,0.07282462607448299,0.12045669117095795,87
86,86,31-45,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,31-45,71,5,7.360765836201607,69.0,9.0,5.592798954807222,1.7679668813943863,0.10367275825636067,0.08105505731604669,87
87,87,46-60,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,46-60,101,9,10.480915807187557,83.0,10.0,7.063584612682463,3.4173311945050955,0.10377144363552036,0.0851034290684634,87
88,88,61-75,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,61-75,120,11,11.611223625950515,51.0,6.0,5.346779093146324,6.264444532804191,0.09676019688292097,0.10483880574796714,87
89,89,76+,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,76+,129,11,13.77329982072115,93.0,9.0,10.198514676652847,3.5747851440683007,0.10676976605210194,0.10966144813605214,87
90,90,1-15,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,1-15,92,10,10.01095044054091,54.0,4.0,5.300384323112668,4.710566117428243,0.10881467870153162,0.09815526524282717,88
91,91,16-30,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,16-30,97,13,12.086889543570578,56.0,6.0,8.846601618453859,3.2402879251167183,0.1246071086966039,0.1579750289009618,88
92,92,31-45,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,31-45,116,13,12.874121646396814,63.0,6.0,8.102075037546456,4.772046608850361,0.11098380729652428,0.12860436567534056,88
93,93,46-60,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,46-60,121,11,12.658224607817829,70.0,4.0,4.8505259547382575,7.807698653079568,0.10461342651089114,0.06929322792483228,88
94,94,61-75,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,61-75,107,16,14.341289527714252,65.0,13.0,9.917839764151722,4.42344976356253,0.1340307432496659,0.1525821502177188,88
95,95,76+,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,76+,138,20,16.048117424361408,82.0,5.0,7.3673035223037004,8.680813902057707,0.1162907059736334,0.0898451649061427,88
96,96,1-15,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,1-15,73,10,7.170731087215245,59.0,5.0,6.477958979085088,0.692772108130157,0.0982291929755513,0.10979591489974726,89
97,97,16-30,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,16-30,70,13,7.885176450945437,54.0,6.0,4.73433212377131,3.150844327174127,0.1126453778706491,0.0876728171068761,89
98,98,31-45,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,31-45,79,9,8.554176857694982,43.0,4.0,4.470199283212422,4.08397757448256,0.10828071971765801,0.1039581228654052,89
99,99,46-60,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,46-60,91,11,9.023018949665133,67.0,4.0,7.400291630066931,1.6227273195981982,0.0991540543919245,0.110452113881596,89
100,100,61-75,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,61-75,89,8,10.034094762057066,76.0,10.0,7.291929235681891,2.7421655263751745,0.11274263777592207,0.09594643731160384,89
101,101,76+,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,76+,113,11,14.585019778460266,84.0,8.0,11.05963440053165,3.5253853779286146,0.1290709714907988,0.13166231429204345,89
102,102,1-15,2014,Hull,Hull xG stats for the 2014/2015 season ,1-15,61,3,4.419729650020599,76.0,11.0,7.532790309749544,-3.1130606597289443,0.0724545844265672,0.09911566197038874,91
103,103,16-30,2014,Hull,Hull xG stats for the 2014/2015 season ,16-30,61,5,5.733742979355156,71.0,2.0,4.521400759927928,1.212342219427228,0.09399578654680583,0.06368170084405532,91
104,104,31-45,2014,Hull,Hull xG stats for the 2014/2015 season ,31-45,65,9,5.221056039445101,75.0,9.0,6.254848435986787,-1.0337923965416849,0.08032393906838617,0.0833979791464905,91
105,105,46-60,2014,Hull,Hull xG stats for the 2014/2015 season ,46-60,80,8,6.248763583600521,82.0,8.0,8.564209477044644,-2.3154458934441213,0.07810954479500651,0.1044415789883493,91
106,106,61-75,2014,Hull,Hull xG stats for the 2014/2015 season ,61-75,81,4,6.543693739920856,80.0,9.0,6.889192793518305,-0.34549905359745026,0.0807863424681587,0.08611490991897881,91
107,107,76+,2014,Hull,Hull xG stats for the 2014/2015 season ,76+,82,4,5.747755581047387,119.0,12.0,14.114333863370119,-8.366578282322736,0.07009458025667542,0.11860784759134554,91
108,108,1-15,2014,Burnley,Burnley xG stats for the 2014/2015 season ,1-15,76,9,8.310591330751778,85.0,5.0,7.380202867090702,0.9303884636610746,0.10934988593094444,0.08682591608342002,92
109,109,16-30,2014,Burnley,Burnley xG stats for the 2014/2015 season ,16-30,76,3,6.916107794269919,90.0,13.0,10.313976907171307,-3.3978691129013896,0.09100141834565684,0.11459974341301454,92
110,110,31-45,2014,Burnley,Burnley xG stats for the 2014/2015 season ,31-45,54,4,3.642019936349243,87.0,12.0,9.771093259099873,-6.129073322750628,0.0674448136360971,0.11231141677126287,92
111,111,46-60,2014,Burnley,Burnley xG stats for the 2014/2015 season ,46-60,77,4,7.448668977245687,108.0,10.0,11.122143321670592,-3.673474344424904,0.0967359607434505,0.10298280853398696,92
112,112,61-75,2014,Burnley,Burnley xG stats for the 2014/2015 season ,61-75,59,3,4.728298233821988,105.0,7.0,10.396186691708863,-5.667888457886875,0.08014064803088115,0.09901130182579868,92
113,113,76+,2014,Burnley,Burnley xG stats for the 2014/2015 season ,76+,89,5,9.415084956213832,119.0,6.0,11.418629104271533,-2.0035441480576988,0.10578747141813294,0.09595486642244984,92
114,114,1-15,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,1-15,63,2,4.274536068085581,88.0,10.0,11.766273701097814,-7.491737633012235,0.06784977885850127,0.13370765569429335,202
115,115,16-30,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,16-30,72,5,7.4498312026262274,86.0,8.0,6.396822691895068,1.0530085107311606,0.10346987781425317,0.07438165920808218,202
116,116,31-45,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,31-45,85,9,10.148637733422222,107.0,16.0,9.210022108629346,0.938615624792874,0.1193957380402614,0.08607497297784436,202
117,117,46-60,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,46-60,88,7,6.26046318653971,106.0,11.0,14.242709133774042,-7.982245947234333,0.07114162711976943,0.13436518050730228,202
118,118,61-75,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,61-75,98,9,9.351848881691692,111.0,11.0,12.774477731436491,-3.4226288497447968,0.0954270294050173,0.11508538496789633,202
119,119,76+,2014,Queens_Park_Rangers,Queens Park Rangers xG stats for the 2014/2015 season ,76+,132,10,12.95701855327934,128.0,17.0,15.602350186556578,-2.6453316332772374,0.09815923146423744,0.12189336083247325,202
120,0,1-15,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,1-15,47,1,3.424364938400686,68.0,8.0,7.613602071069182,-4.189237132668495,0.07285882847661034,0.11196473633925266,71
121,1,16-30,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,16-30,60,1,3.170857653953135,82.0,10.0,10.629299692809582,-7.458442038856447,0.05284762756588558,0.12962560600987294,71
122,2,31-45,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,31-45,76,6,6.644183577038348,73.0,10.0,8.205157226882875,-1.5609736498445272,0.08742346811892562,0.11239941406688868,71
123,3,46-60,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,46-60,60,4,4.6082659205421805,95.0,20.0,13.502552620135248,-8.894286699593069,0.07680443200903635,0.14213213284352896,71
124,4,61-75,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,61-75,59,8,4.844623250886798,76.0,13.0,10.192565290257336,-5.347942039370538,0.08211225848960674,0.13411270118759652,71
125,5,76+,2015,Aston_Villa,Aston Villa xG stats for the 2015/2016 season ,76+,81,7,6.993468013592064,110.0,15.0,13.196166389621794,-6.202698376029731,0.08633911127891437,0.11996514899656174,71
126,6,1-15,2015,Everton,Everton xG stats for the 2015/2016 season ,1-15,44,5,4.094533119350672,69.0,6.0,7.772153407335281,-3.6776202879846096,0.09305757089433343,0.1126399044541345,72
127,7,16-30,2015,Everton,Everton xG stats for the 2015/2016 season ,16-30,98,15,10.91262813936919,91.0,5.0,7.206753084436059,3.7058750549331294,0.1113533483609101,0.0791950888399567,72
128,8,31-45,2015,Everton,Everton xG stats for the 2015/2016 season ,31-45,74,10,8.653291013091803,93.0,13.0,8.206811184063554,0.4464798290282488,0.11693636504178112,0.08824528154907046,72
129,9,46-60,2015,Everton,Everton xG stats for the 2015/2016 season ,46-60,79,9,11.454285549931226,79.0,10.0,9.726363828405738,1.7279217215254905,0.14499095632824338,0.12311852947349035,72
130,10,61-75,2015,Everton,Everton xG stats for the 2015/2016 season ,61-75,86,8,8.853616649284959,102.0,9.0,12.047980000264944,-3.194363350979984,0.10294903080563904,0.11811745098298965,72
131,11,76+,2015,Everton,Everton xG stats for the 2015/2016 season ,76+,113,12,13.765946784056725,121.0,12.0,10.942625436931849,2.8233213471248746,0.1218225379120064,0.09043492096637892,72
132,12,1-15,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,1-15,62,9,5.0777024729177365,63.0,11.0,7.139968670904636,-2.062266197986901,0.08189842698254413,0.11333283604610532,73
133,13,16-30,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,16-30,60,8,6.557428376749157,66.0,14.0,8.191311762668192,-1.6338833859190345,0.1092904729458193,0.1241107842828514,73
134,14,31-45,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,31-45,66,3,5.929865626618266,72.0,11.0,9.891723184846342,-3.961857558228076,0.08984644888815553,0.13738504423397696,73
135,15,46-60,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,46-60,84,7,5.943746022880077,84.0,9.0,10.259955826215444,-4.316209803335369,0.07075888122476283,0.1221423312644696,73
136,16,61-75,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,61-75,73,5,5.6004466861486435,78.0,10.0,8.809944599866867,-3.2094979137182236,0.07671844775546087,0.11294800769060084,73
137,17,76+,2015,Bournemouth,Bournemouth xG stats for the 2015/2016 season ,76+,121,13,11.726088157854974,76.0,12.0,10.185097845271232,1.5409903125837443,0.09690981948640474,0.1340144453325162,73
138,18,1-15,2015,Southampton,Southampton xG stats for the 2015/2016 season ,1-15,85,8,10.982909752056004,59.0,4.0,6.0816062511876225,4.90130350086838,0.12921070296536474,0.1030780720540275,74
